reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
65293,6.4.1.6,6.4.1,1.8.3;1.14.14;1.8.4;2.8.1,6.4.1.6;6.3.4.22;2.7.9.3;6.4.1.1;2.7.1.40|2.7.9.2,6.4.1,3.6.1;2.7.9;2.7.1;6.4.1;3.6.5,6.4.1,6.4.1
65309,2.3.1.294,2.3.1,2.3.1;2.3.2;2.3.3;3.1.2,2.3.1.199;2.3.1.-|2.3.1.218;2.3.1.262;2.3.1.194;2.3.1.226|2.3.1.74|4.1.1.9,2.3.1,2.3.1;4.1.1;3.1.2;1.2.1;6.2.1,2.3.1,2.3.1
65313,2.3.1.293,2.3.1,2.3.1;2.3.2;2.3.3;3.1.2,2.3.1.199;2.3.1.-|2.3.1.218;2.3.1.262;2.3.1.194;2.3.1.226|2.3.1.74|4.1.1.9,2.3.1,2.3.1;4.1.1;3.1.2;1.2.1;6.2.1,2.3.1,2.3.1
65377,2.1.1.375,2.3.1,2.1.1;2.5.1;4.4.1;2.3.1,2.1.1.104;6.3.2.40;2.1.1.235;2.1.1.234;2.1.1.-|2.1.1.324;2.1.1.102;2.1.1.101;2.1.1.38;2.1.1.164;2.1.1.238;2.1.1.237;2.1.1.305;2.1.1.306;2.1.1.307;2.1.1.254;2.1.1.315;2.1.1.292;2.1.1.285;2.1.1.239;2.1.1.130;2.1.1.131;2.1.1.151;2.1.1.271;2.1.1.241;2.1.1.132;2.1.1.343;2.1.1.289;2.1.1.152;2.1.1.107,2.1.1,2.1.1;2.8.4;1.3.98;2.3.1;2.5.1,2.1.1,2.1.1
65385,3.6.1.59,3.6.1,2.4.2;2.4.1;3.2.1;2.3.3,6.3.2.5;6.3.2.1,3.6.1;2.7.7,3.6.1;2.7.1;2.7.4;2.7.7;2.7.9,3.6.1,3.6.1
65389,3.6.1.59,3.6.1,2.4.1;2.4.2;3.2.1;2.3.3,6.3.2.5;6.3.2.1,2.7.7,3.6.1;2.7.1;2.7.4;2.7.7;2.7.9,3.6.1,3.6.1
65437,2.7.7.88,2.7.8,2.7.7;2.4.2;2.4.1;1.6.1,2.7.7.85;2.7.7.86;2.7.7.77,2.7.7,2.7.7;2.5.1;3.6.1;2.7.6;2.7.4,2.7.7,2.7.7
65493,1.3.98.7,2.3.2,2.1.1;4.4.1;1.21.98;2.3.1,1.17.98.2;2.8.1.8,,2.1.1;1.3.98;1.17.98;1.21.98;2.8.4,2.1.1,1.17.98
65501,4.1.99.26,4.1.99,1.21.98;4.4.1;6.3.3;2.1.1,1.17.98.2;2.8.1.8,2.5.1,1.17.98;2.1.1;1.3.98;2.8.4;1.21.98,1.17.98,1.17.98
65505,3.4.14.14,3.5.1,3.5.1;2.3.2;3.7.1;3.1.2,6.3.2.11;6.3.4.13;6.3.4.24;6.3.2.26;6.3.2.38;1.14.11.58;2.7.7.87,3.5.1,3.5.1;3.5.2;3.5.5;1.13.12;4.2.1,3.5.1,3.5.1
65509,1.4.3.26,1.4.3,1.4.3;1.1.3;1.2.3;1.13.12,1.4.3.3;1.4.3.2;1.4.3.21;1.4.3.13;1.1.3.15,,1.4.3;1.11.1;1.13.12;1.2.3;1.1.3,1.4.3,1.4.3
65561,2.6.1.7,2.6.1,1.13.12;1.3.3;1.2.3;4.1.99,2.6.1.83;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.58|2.6.1.9,,2.6.1;4.1.3;1.14.11;3.5.99;1.13.11,2.6.1,2.6.1
65617,1.17.99.10,1.3.99,1.14.99;1.12.98;1.16.3;1.14.18,1.14.99.38;1.14.14.24;1.14.15.22;1.14.15.29;1.14.15.28;5.3.3.1;1.3.1.3;2.3.1.26;3.1.1.13;4.1.99.16;1.3.1.22;1.3.99.5;1.3.99.4;1.1.1.170;5.4.99.52;4.2.3.42;4.2.1.114;2.3.1.76,1.14.99;1.14.15,4.2.1;1.14.99;1.3.99;1.17.99;1.97.1,1.14.99,1.14.99
65657,1.17.99.10,1.3.99,1.14.99;1.12.98;1.8.3;1.16.3,1.14.99.38;1.14.14.24;1.14.15.22;2.3.1.26;1.14.15.30;1.3.99.4;1.1.1.170;3.1.1.13;5.4.99.52;2.3.1.76;4.2.1.114;4.1.99.16;4.2.3.42;2.8.3.25;1.14.14.41;4.2.1.9,1.14.99;1.14.15,4.2.1;1.14.99;1.3.99;1.17.99;1.97.1,1.14.99,1.14.99
65661,1.17.99.10,1.3.99,1.14.99;1.12.98;1.7.99;2.8.4,1.14.14.24;1.14.15.22;1.14.99.38;2.3.1.26;1.14.15.16;1.14.15.18;1.1.1.170;5.4.99.52;2.3.1.76;4.2.1.114;4.2.3.42;4.1.99.16;1.14.14.41;1.14.14.122;4.2.1.9,1.14.15;1.14.99,1.14.99;4.2.1;1.3.99;1.17.99;1.97.1,1.14.99,1.14.99
65693,2.3.1.296,3.5.1,2.3.1;2.1.1;2.7.8;2.5.1,3.1.1.3|3.1.1.34|3.1.1.79,3.1.1,3.1.1;2.3.1;2.7.8;2.5.1;2.4.1,3.1.1,3.1.1
65701,1.14.14.139,1.14.14,1.14.14;1.14.19;1.14.15;1.3.7,1.14.14.3;1.14.14.28;1.14.14.13;1.14.14.15;1.14.19.56;1.14.14.5;1.14.14.30;1.14.14.33;1.14.14.12;1.14.99.46;1.14.14.22;1.14.14.155;1.14.14.108;1.14.14.35;1.14.14.21,1.14.14,1.14.14;1.14.19;1.19.6;1.5.1;1.17.7,1.14.14,1.14.14
65705,2.4.1.60,2.4.1,2.7.7;2.7.8;2.4.2;2.3.1,2.4.1.60;2.7.8.46;2.4.1.264;2.4.1.308;2.4.1.287;2.4.1.309;2.4.1.251;2.4.1.-|2.4.1.291;2.4.1.292;2.4.1.227,2.4.1,2.4.1;2.4.2;2.7.8;2.7.1;3.6.1,2.4.1,2.4.1
65709,2.7.7.69,2.4.1,2.7.4;2.7.7;2.7.1;2.4.2,2.7.7.12;2.7.7.13;2.7.7.69|2.7.7.78;2.4.1.342;2.4.1.270;2.4.1.36;2.4.1.246;2.4.1.-|2.4.1.266;2.4.1.217;2.7.7.27,5.1.3;5.1.1,2.7.4;2.7.8;2.3.1;5.2.1;2.6.1,2.7.7,2.7.7
65713,2.7.7.69,2.4.1,2.7.4;2.7.7;2.4.2;2.7.1,2.7.7.12;2.7.7.13;2.7.7.69|2.7.7.78;2.4.1.342;2.4.1.270;2.4.1.36;2.4.1.246;2.4.1.-|2.4.1.266;2.4.1.217;2.7.7.27,5.1.3;5.1.1,2.7.4;2.7.8;2.3.1;5.2.1;2.6.1,2.7.7,2.7.7
65717,1.14.11.77,1.14.11,1.13.12;1.14.11;4.1.1;1.13.11,1.13|1.13.12.19;1.14.11.17;1.14.11.25;1.14.11.52;1.14.11.49;1.14.11.22|1.14.20.5;1.14.11.27;1.14.11.53;1.14.11.33;1.14.11.51;1.14.11.58;1.14.11.9;1.14.11.32;1.14.20.6;1.14.11.34|1.14.20.7;1.14.20.4,1.14.11,1.14.11;4.1.1;3.1.6;1.14.20;1.2.3,1.14.11,1.14.11
65721,1.14.11.77,1.14.11,1.13.12;1.14.11;4.1.1;1.2.3,1.13|1.13.12.19;1.14.11.17;1.14.11.25;1.14.11.52;1.14.11.58;1.14.11.53;1.14.11.27;1.14.11.33;1.14.11.51;1.14.11.34|1.14.20.7;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4,1.14.11,1.14.11;4.1.1;3.1.6;1.14.20;1.2.3,1.14.11,1.14.11
65725,1.14.11.77,1.14.11,1.14.11;1.13.12;1.14.20;2.1.3,1.13|1.13.12.19;1.14.11.17;1.14.11.25;1.14.11.52;1.14.11.58;1.14.11.34|1.14.20.7;1.14.11.9;1.14.11.49;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4;1.14.11.8;1.14.11.2;1.14.11.4;1.14.11.16;1.14.11.7,1.14.11,1.14.11;4.1.1;3.1.6;1.14.20;1.2.3,1.14.11,1.14.11
65729,1.14.11.77,1.14.11,1.14.11;1.13.12;1.14.20;2.1.3,1.13|1.13.12.19;1.14.11.17;1.14.11.25;1.14.11.18;1.14.11.21;1.14.11.41;1.14.11.45;1.14.11.49;1.14.11.24;1.14.11.40;1.14.11.52;1.14.11.36;1.14.11.34|1.14.20.7;1.2.3.4;1.14.11.22|1.14.20.5;1.14.11.8;1.14.11.11|1.14.11.14|1.14.20.13;1.14.11.1;1.14.11.28;1.14.11|1.14.11.2|1.14.11.57;1.14.11.56;1.14.11.20;1.14.11.15;1.14.11.46;1.14.11.39;1.14.11.-|1.14.11.35;1.14.11.13;1.14.11.-|1.14.11.55;1.14.11.37;1.14.20.4,1.14.11,1.14.11;4.1.1;3.1.6;1.14.20;1.2.3,1.14.11,1.14.11
65733,1.14.11.77,1.14.11,1.14.11;1.13.12;2.1.3;1.14.20,1.13|1.13.12.19;1.14.11.17;1.14.11.25;1.14.11.52;1.14.11.58;1.14.11.9;1.14.11.34|1.14.20.7;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4;1.14.11.2;1.14.11.4;1.14.11.42;1.14.11.7;1.14.11.16;1.14.11.29;1.14.11.47,1.14.11,1.14.11;4.1.1;3.1.6;1.14.20;1.2.3,1.14.11,1.14.11
65737,1.14.11.77,1.14.11,1.14.11;2.1.3;1.14.20;1.13.12,1.13|1.13.12.19;1.14.11.17;1.14.11.25;1.14.11.52;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4;1.14.11.2;1.14.11.4;1.14.11.42;1.14.11.7;1.14.11.16;1.14.11.29;1.14.11.47,1.14.11,1.14.11;4.1.1;3.1.6;1.14.20;1.2.3,1.14.11,1.14.11
65741,1.14.11.77,1.14.11,2.1.3;1.14.11;1.14.20;1.13.12,1.13|1.13.12.19;1.14.11.17;1.14.11.25;1.14.11.52;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4;1.14.11.2;1.14.11.4;1.14.11.42;1.14.11.7;1.14.11.16;1.14.11.29;1.14.11.47,1.14.11,1.14.11;4.1.1;3.1.6;1.14.20;1.2.3,1.14.11,1.14.11
65745,1.14.11.77,1.14.11,2.1.3;1.14.11;1.14.20;1.13.12,1.13|1.13.12.19;1.14.11.17;1.14.11.25;1.14.11.52;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4;1.14.11.2;1.14.11.4;1.14.11.42;1.14.11.7;1.14.11.16;1.14.11.29;1.14.11.47,1.14.11,1.14.11;4.1.1;3.1.6;1.14.20;1.2.3,1.14.11,1.14.11
65749,1.14.11.77,1.14.11,2.1.3;1.14.11;1.14.20;1.4.7,1.13|1.13.12.19;1.14.11.17;1.14.11.25;1.14.11.18;1.14.11.21;1.14.11.41;1.14.11.24;1.14.11.45;1.14.11.40;1.14.11.49;1.14.11.52;1.14.11.36;1.14.11.34|1.14.20.7;1.2.3.4;1.14.11.22|1.14.20.5;1.14.11.11|1.14.11.14|1.14.20.13;1.14.11.8;1.14.11.15;1.14.11.20;1.14.11.28;1.14.11.1;1.14.11.13;1.14.11|1.14.11.2|1.14.11.57;1.14.11.56;1.14.11.37;1.14.11.39;1.14.20.4;1.14.11.-|1.14.11.35;1.14.11.46;1.14.11.-|1.14.11.55,1.14.11,1.14.11;4.1.1;3.1.6;1.14.20;1.2.3,1.14.11,1.14.11
65753,1.14.11.76,1.14.11,1.14.11;1.13.11;1.13.12;1.13.99,1.14.11.41;1.14.11.8;1.14.11.39;1.14.11.28;1.14.11.-|1.14.11.55;1.14.11.21;1.14.11.40;1.14.11.24;1.14.11.25;1.14.11.-|1.14.11.35;1.14.11.1;1.14.11.13;1.14.11.45;1.14.11.11;1.13|1.13.12.19;1.14.11|1.14.11.2|1.14.11.57;1.14.11.56;1.14.11.46;1.14.11.15;1.14.11.20;1.14.11.52;1.14.11.58;1.14.11.18;1.14.11.17;1.14.11.38;1.14.11.49;1.14.11.9,1.14.11,1.14.11;2.6.1;1.13.12;1.1.99;1.14.20,1.14.11,1.14.11
65761,1.14.14.19,1.14.14,1.14.14;1.14.15;1.14.19;1.17.7,1.14.14.5;1.14.14.28;1.14.14.3;1.14.14.13;1.14.14.21;1.14.14.15;1.14.19.56;1.14.14.30;1.14.14.12;1.14.14.155;1.14.14.108;1.14.14.33;1.14.99.46;1.14.14.22,1.14.14,1.14.14;1.14.19;1.14.99;1.17.7;4.2.1,1.14.14,1.14.14
65769,1.14.15.38,1.14.15,1.14.15;1.14.19;1.14.14;1.14.13,1.13.12.-|1.14.13.178;1.13.12.-|1.14.13.179;1.14.11.31;1.14.13.128;1.14.11.32;1.8.3.4;1.13.12.17;1.14.13.39;1.2.3.4;1.14.13.122;1.14.13.81;1.14.13.82;1.16.3.1,5.99.1,1.14.15;1.14.19;1.16.3;1.8.7;1.17.7,1.14.15,1.14.15
65809,1.14.19.78,1.14.15,1.14.15;1.14.19;1.14.14;1.14.18,1.3.3.6;1.14.13.39;1.14.13.81;1.14.13.122;1.13.12.17;1.16.3.1,,1.14.19;1.14.15;3.6.1;1.17.7;4.2.1,1.14.15,1.14.15
65813,1.14.99.69,1.14.99,1.14.19;1.14.18;1.14.14;1.14.15,1.3.3.6;1.14.11.26;1.1.3.15;1.1.3.18;1.4.3.3;1.4.3.2;1.7.3.1,,1.14.99;1.14.19;1.3.99;1.17.99;1.97.1,1.14.99,1.14.99
65817,1.16.99.1,7.2.2,1.2.2;1.16.3;1.1.98;1.17.9,6.3.4.20;6.3.4.6;6.3.2.42;6.4.1.5,7.3.2;7.2.2,3.6.5;3.6.4;3.6.1;5.6.2;6.3.5,6.3.4|7.2.2,6.3.4|7.2.2
65829,3.1.7.13,4.2.3,3.1.3;3.1.7;3.13.1;3.1.1,3.1.7.11|3.1.7.3;2.5.1.137;2.5.1.136;2.5.1.138;2.5.1.75,4.2.3;2.5.1,3.1.7;4.2.3;3.6.1;2.5.1;3.1.3,2.5.1,2.5.1
65833,1.16.99.1,7.2.2,1.2.2;1.16.3;1.1.98;1.17.9,6.3.4.20;6.3.4.6;6.3.2.42;6.4.1.5,7.3.2;7.2.2,3.6.5;3.6.4;3.6.1;5.6.2;6.3.5,6.3.4|7.2.2,6.3.4|7.2.2
65837,1.16.99.1,7.2.2,1.2.2;1.16.3;1.1.98;1.17.9,6.3.4.20;6.3.4.6;6.3.2.42;6.4.1.5,7.3.2;7.2.2,3.6.5;3.6.4;3.6.1;5.6.2;6.3.5,6.3.4|7.2.2,6.3.4|7.2.2
65849,1.17.99.11,1.3.99,1.17.99;1.1.99;1.3.99;4.2.1,1.3.99.4;1.1.1.270;1.1.1.213|1.1.1.357|1.1.1.50;1.3.1.22;1.3.99.5;1.1.1.170|1.1.1.418;1.1.1.170;2.3.1.43;3.1.1.13;5.3.3.1;1.1.1.145;1.14.15.4;2.4.1.173,1.3.99,1.3.99;3.7.1;1.14.99;1.14.19;1.97.1,1.3.99,1.3.99
65861,1.17.99.11,1.3.99,1.17.99;1.3.99;1.1.99;4.2.1,1.3.99.4;1.14.14.14;1.3.99.5;1.1.1|1.3.1.22|1.3.1.3|1.3.99.5;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;5.3.2.6;1.1.1.170;1.1.1.170|1.1.1.418;1.2.1.61;1.3.5.6;3.7.1.8;2.3.2.16,1.3.99,1.3.99;3.7.1;1.14.99;1.14.19;3.2.1,1.3.99,1.3.99
65865,1.17.99.11,1.3.99,1.17.99;1.3.99;1.1.99;1.21.99,1.3.99.4;1.3.99.5;1.14.14.14;2.3.1.76;5.3.2.6;1.2.1.61;3.1.1.45;1.13.11.25;1.3.5.6;1.13.11.5,1.14.19;1.3.99,1.3.99;1.14.19;1.14.99;1.97.1;3.7.1,1.3.99,1.3.99
65885,2.6.1.7,2.6.1,1.13.12;1.2.3;1.13.11;1.14.11,2.6.1.83;2.6.1.-|2.6.1.76;2.6.1.1|2.6.1.27|2.6.1.42|2.6.1.5|2.6.1.57|2.6.1.9,,2.6.1;1.14.11;4.1.3;4.2.1;1.14.20,2.6.1,2.6.1
65897,2.6.1.63,3.5.1,1.3.3;1.21.3;4.2.1;1.14.99,2.6.1.35;2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.112;2.6.1.39|2.6.1.73;2.6.1.-|2.6.1.96;1.1.99.14;1.4.3.19|1.4.3.2|1.4.3.3,,4.1.3;2.6.1;2.3.1;2.1.2;1.13.11,2.6.1,2.6.1
65901,2.6.1.63,2.6.1,1.13.12;1.2.3;1.3.3;1.13.11,2.6.1.35;2.6.1.4|2.6.1.44|2.6.1.7;2.6.1.112;2.6.1.39|2.6.1.73;2.6.1.-|2.6.1.96;1.1.99.14;2.6.1.45;1.4.1.1|1.4.1.10;1.14.14.33;1.4.3.19|1.4.3.2|1.4.3.3,,2.6.1;4.1.3;2.3.1;4.1.1;4.1.2,2.6.1,2.6.1
65925,2.1.1.374,2.1.1,2.1.1;4.4.1;2.5.1;4.2.3,2.1.1.317;2.1.1.302;2.1.1.79;2.1.1.4;2.1.1.68;2.1.1.303;2.1.1.293;2.1.1.344;2.1.1.94;2.1.1.146|2.1.1.279;2.1.1.70|2.1.1.93;2.1.1.128;2.1.1.336;2.1.1.116;2.1.1.65;2.1.1.71;2.1.1.155|2.1.1.75;2.1.1.232;2.1.1.117;2.1.1.-|2.1.1.291;2.1.1.323;2.1.1.89;2.1.1.333;2.1.1.17,2.1.1,2.1.1;2.3.1;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1
65929,2.1.1.374,2.1.1,2.1.1;2.5.1;4.4.1;4.2.3,2.1.1.317;2.1.1.79;2.1.1.302;2.1.1.4;2.1.1.303;2.1.1.293;2.1.1.344;2.1.1.94;2.1.1.68;2.1.1.333;2.1.1.71;2.1.1.110;2.1.1.117;2.1.1.70|2.1.1.93;2.1.1.128;2.1.1.336;2.1.1.89;2.1.1.17;2.1.1.116;2.1.1.267,2.1.1,2.1.1;2.3.1;2.8.4;2.5.1;1.17.98,2.1.1,2.1.1
65933,2.1.1.374,2.1.1,2.1.1;2.5.1;4.4.1;2.8.4,2.1.1.129;2.1.1.159|2.1.1.160;2.1.1.349;2.1.1.333;2.1.1.344;2.1.1.317;2.1.1.79;2.1.1.71;2.1.1.17;2.1.1.69;2.1.1.267;2.1.1.267|2.1.1.42;2.1.1.46;2.1.1.231;2.1.1.150;2.1.1.6;2.1.1.99,2.1.1,2.1.1;2.8.4;2.3.1;1.3.98;2.5.1,2.1.1,2.1.1
65937,5.1.3.44,5.3.1,5.1.3;5.1.2;5.4.4;5.3.99,5.1.3.3;5.4.99.62,5.1.3;5.1.1,5.1.3;5.3.1;2.7.4;3.2.1;2.4.1,5.1.3,5.1.3
65997,2.1.1.376,2.1.1,2.1.1;4.4.1;2.5.1;4.2.3,2.1.1.-|2.1.1.157|2.1.1.161|2.1.1.162;2.1.1.5;2.1.1.103;1.21.4.4;1.14.13.239;1.6.6.9|1.7.2.3;6.3.5.11;6.3.5.9;6.3.5.10;1.6.5.4;1.14.13.39,,2.1.1;2.7.1;2.3.1;2.7.8;1.5.3,2.1.1,2.1.1
66001,2.1.1.378,2.1.1,2.1.1;2.8.4;4.4.1;1.21.98,2.1.1.-|2.1.1.269;2.1.1.13;2.1.1.341;2.1.1.258;2.1.1.13|2.1.1.14,2.1.1,2.1.1;2.3.1;2.1.2;1.5.1;2.5.1,2.1.1,2.1.1
66005,2.1.1.377,2.1.1,2.1.1;4.4.1;2.5.1;4.2.3,2.1.1.251;2.1.1.247;2.1.1.246;2.1.1|2.1.1.10;4.4.1.23;1.8.1.5;1.8.7.3;1.8.98.1;1.8.98.5;2.1.1.5;2.1.1.13;2.1.1.14,2.1.1,2.1.1;2.5.1;4.4.1;2.8.4;2.3.1,2.1.1,2.1.1
66029,2.1.1.379,2.1.1,2.1.1;2.8.4;4.4.1;2.5.1,1.17.98.2;2.8.1.8,2.1.1,2.8.4;1.17.98;2.1.1;4.7.1;1.21.98,2.1.1,2.1.1
66033,2.7.7.69,2.4.1,2.7.4;2.7.7;2.7.1;2.4.2,2.7.7.12;2.7.7.13;2.7.7.69|2.7.7.78;2.4.1.342;2.4.1.270;2.4.1.36;2.4.1.246;2.4.1.-|2.4.1.266;2.4.1.217;2.7.7.27,5.1.3;5.1.1,2.7.4;2.7.8;2.3.1;5.2.1;2.6.1,2.7.7,2.7.7
66373,3.1.3.21,3.1.3,3.1.3;3.1.7;3.1.1;3.1.4,3.1.3.21|3.1.3.25;2.7.1.30,3.1.3,3.1.3;2.7.1;3.6.1;4.2.3;2.5.1,3.1.3,3.1.3
66537,1.17.99.10,1.3.99,1.14.99;1.12.98;1.8.3;1.7.99,1.14.99.38;1.14.14.24;1.14.15.22;2.3.1.26;4.1.99.16;1.1.1.170;5.4.99.52;2.3.1.76;4.2.1.114;4.2.3.42;1.3.99.4;1.14.15.30;1.14.14.41;4.2.1.9,1.14.99;1.14.15,4.2.1;1.14.99;1.3.99;1.17.99;1.97.1,1.14.99,1.14.99
66541,1.17.99.10,1.3.99,1.14.99;1.12.98;1.7.99;1.8.3,1.14.14.24;1.14.15.22;1.14.99.38;1.3.1.72;1.14.19.20;1.14.19.21;1.3.1.21;2.3.1.26;1.1.1.170;5.4.99.52;4.2.3.42;1.14.15.16;4.1.99.16;4.2.1.114;1.14.14.41;1.14.14.122;5.4.1.2|5.4.99.60;4.2.1.9,1.14.15;1.14.99,1.14.99;4.2.1;1.3.99;1.17.99;1.97.1,1.14.99,1.14.99
66585,1.17.99.10,1.3.99,1.14.99;1.12.98;1.16.3;1.8.3,1.14.99.38;1.14.14.24;1.14.15.22;1.3.1.3;2.3.1.26;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.170;1.1.1.170|1.1.1.418;4.1.99.16;1.3.99.4;1.3.1.22;1.3.99.5;2.8.3.25;3.1.1.13;5.4.99.52;4.2.3.42;4.2.1.114;2.3.1.76,1.14.99;1.14.15,4.2.1;1.14.99;1.3.99;1.17.99;1.97.1,1.14.99,1.14.99
66593,4.2.99.18,2.4.2,2.7.8;2.8.2;2.4.3;2.4.2,2.4.99.1;2.7.8.32;6.3.5.9;6.3.5.11;6.3.5.10;6.3.2.14;2.7.8.46;2.4.99.15;2.4.99.14;2.4.1.325;2.7.8.8;2.7.8.11,,2.7.8;2.7.1;2.4.1;5.3.1;4.1.2,2.7.8,2.7.8
66717,2.2.1.14,2.4.2,2.7.8;2.8.2;2.4.3;2.7.7,4.1.2.13|4.1.2.40,5.4.2,4.1.2;2.7.4;2.2.1;2.3.1;5.4.99,4.1.2,4.1.2
66821,7.2.2.22,7.2.2,1.1.98;1.2.2;1.5.8;1.12.98,6.3.1.2,7.3.2;7.2.2,3.6.1;3.6.5;3.6.4;6.3.5;5.6.2,7.2.2,7.2.2
66825,2.5.1.154,2.5.1,2.7.7;1.3.7;1.6.1;2.7.6,6.3.1.10;6.1.2.2;6.3.5.10;6.3.5.1;4.2.1.93;6.3.1.5|6.3.5.1,2.5.1,2.5.1;2.7.7;2.7.6;1.19.6;1.14.14,2.5.1,2.5.1
66829,2.5.1.154,2.5.1,2.7.7;1.3.7;2.7.6;2.5.1,6.1.2.2;6.3.5.1;6.3.5.10;6.3.1.10;4.2.1.93;6.3.1.5|6.3.5.1,2.5.1,2.5.1;2.7.7;2.7.6;1.19.6;1.14.14,2.5.1,2.5.1
66921,2.2.1.14,2.2.1,4.1.3;2.8.3;7.2.4;2.6.1,2.2.1.2,,5.3.1;4.1.2;2.2.1;1.1.1;1.1.99,2.2.1,2.2.1
66933,2.3.1.302,2.3.1,2.3.1;2.5.1;2.1.1;4.4.1,2.3.1.249;2.3.1.138;2.3.1.215;2.3.1.248;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.153;2.3.1.144;2.3.1.156|2.3.1.74;2.3.1.229;2.3.1.95,2.3.1,2.3.1;6.2.1;3.1.2;2.3.3;1.2.1,2.3.1,2.3.1
66937,2.3.1.302,2.3.1,2.3.1;2.5.1;2.1.1;4.4.1,2.3.1.138;2.3.1.249;2.3.1.248;2.3.1.144;2.3.1.140;2.3.1.215;2.3.1.153;2.3.1.110;2.3.1.230;2.3.1.145;2.3.1.156|2.3.1.74,2.3.1,2.3.1;6.2.1;3.1.2;2.3.3;1.2.1,2.3.1,2.3.1
66949,2.3.1.303,2.3.1,2.3.1;2.3.2;2.3.3;3.1.2,2.3.1.227;2.3.1.79;2.3.1.197;2.3.1.-|2.3.1.210;2.3.1.209;2.3.1.189;2.3.1.-|2.3.1.202;2.3.1.-|2.3.1.203;2.3.1|2.3.1.82;2.3.1.201;1.2.1|1.2.1.18|1.2.1.27;2.3.1.190,2.3.1,2.3.1;2.3.3;3.1.2;6.2.1;2.3.2,2.3.1,2.3.1
66953,2.4.1.377,2.4.1,2.4.2;2.4.1;2.3.1;3.2.1,2.4.1.289;2.4.1.325;2.4.1.305;2.4.1.343;2.4.1.303;2.4.1.304;2.4.1.348;2.4.1.187;2.4.1.180;2.4.1.316;2.4.1.264;2.4.1.308;2.4.1.-|2.4.1.291;2.4.1.287;2.4.1.309;2.4.1.251;2.4.1.327;2.4.1.-|2.4.1.318;2.4.1.-|2.4.1.328;2.4.1.292;2.4.1.227,2.4.1,2.4.1;2.4.2;2.7.8;3.6.1;3.2.1,2.4.1,2.4.1
66957,2.4.1.378,2.4.1,2.8.2;2.7.8;2.4.2;3.6.2,2.4.1.251;2.4.1.308;2.4.1.309;2.4.1.264;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.293;2.4.1.348;2.4.1.292;2.4.1.227,2.4.1,2.4.1;3.6.1;2.7.8;2.4.2;2.7.1,2.4.1,2.4.1
66961,2.4.1.383,2.4.1,2.4.2;2.7.4;2.7.1;2.4.1,2.4.1.251;2.4.1.308;2.4.1.309;2.4.1.264;2.4.1.287;2.4.1.-|2.4.1.291;2.4.1.293;2.4.1.348;2.4.1.292;2.4.1.227,2.4.1,2.4.1;3.6.1;2.7.8;2.4.2;2.7.1,2.4.1,2.4.1
66965,2.4.1.379,2.4.1,2.8.2;2.4.3;2.7.8;3.6.2,2.4.1.251;2.4.1.348;2.4.1.308;2.4.1.305;2.4.1.343;2.4.1.303;2.4.1.304;2.4.1.270;2.4.1.252;2.4.1.187;2.4.1.180;2.4.1.309;2.4.1.264;2.4.1.289;2.4.1.-|2.4.1.291;2.4.1.287;2.4.1.123;2.4.1.293;2.4.1.292;2.4.1.272;2.4.1.227,2.4.1,2.4.1;2.4.2;5.1.3;2.7.8;2.7.1,2.4.1,2.4.1
66969,2.4.1.380,2.4.1,2.8.2;7.1.1;2.3.3;2.7.8,2.4.1.251;2.4.1.308;2.4.1.348;2.4.1.264;2.4.1.309;2.4.1.-|2.4.1.291;2.4.1.270;2.4.1.287;2.4.1.252;2.4.1.293;2.4.1.292;2.4.1.227,2.4.1,2.4.1;2.7.8;2.4.2;3.6.1;2.7.1,2.4.1,2.4.1
